id,prediction
0,0.0
1,0.0
2,0.0
3,42.520947
4,350.14398
5,958.23895
6,2000.767
7,2824.5361
8,3019.1953
9,2982.6733
10,2878.454
11,2754.5388
12,2507.4192
13,2477.5159
14,2294.7207
15,1812.566
16,1279.7028
17,689.3524
18,257.62103
19,6.334323
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,137.81256
28,498.58075
29,1071.6783
30,1654.7396
31,2676.0063
32,3634.9797
33,4052.3938
34,4087.4812
35,3983.0442
36,3799.134
37,3566.9868
38,3247.5725
39,2700.2217
40,1744.6904
41,847.26794
42,411.6496
43,49.27525
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,22.67983
51,190.824
52,598.23645
53,1562.6587
54,2867.5251
55,3933.6934
56,4628.1724
57,5089.735
58,5272.201
59,5045.812
60,4523.415
61,4128.897
62,3413.0015
63,2300.0496
64,1419.5247
65,875.05585
66,423.60587
67,155.64444
68,2.2448418
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,1.9020576
75,120.21885
76,451.3539
77,1455.7772
78,2838.118
79,3982.7402
80,4416.427
81,4117.9287
82,4111.1924
83,3919.9128
84,3430.767
85,3185.4277
86,3358.8079
87,2738.227
88,1853.324
89,707.1947
90,309.1691
91,111.84143
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,39.169174
99,210.86943
100,601.5489
101,1564.987
102,2626.4028
103,3540.3418
104,4320.6353
105,4863.483
106,5236.453
107,5199.035
108,4854.465
109,4285.1025
110,3721.338
111,2812.1675
112,1916.7522
113,978.53125
114,462.489
115,193.09175
116,12.229474
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,57.581207
123,225.44637
124,646.27124
125,1623.5359
126,2854.062
127,3697.8125
128,4127.8325
129,4115.672
130,3902.0942
131,3637.7688
132,3455.705
133,3716.1
134,3701.5464
135,2857.8367
136,1729.9371
137,912.647
138,453.1087
139,166.05745
140,10.338926
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,56.626213
147,231.11995
148,653.64575
149,1634.5422
150,2909.6196
151,3947.2903
152,4641.73
153,5070.679
154,4980.254
155,4758.591
156,4523.3027
157,4205.9136
158,3619.287
159,2633.0007
160,1694.4955
161,878.62537
162,430.63144
163,148.52011
164,4.2992105
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,5.562374
171,50.668053
172,120.72945
173,241.71294
174,430.00824
175,616.29663
176,725.89996
177,815.6632
178,946.07697
179,1563.9779
180,1801.6351
181,1905.2373
182,1761.9802
183,1644.7637
184,1061.8708
185,525.2793
186,259.63712
187,92.204956
188,6.802634
189,0.0
190,0.0
191,0.0
192,0.0
193,0.024453191
194,47.132545
195,162.94797
196,301.99042
197,597.30084
198,1322.57
199,1916.4192
200,1836.3948
201,2464.683
202,2656.6199
203,1880.527
204,2017.6315
205,1875.9954
206,1751.7869
207,1087.7058
208,598.3862
209,314.1079
210,134.32199
211,43.835613
212,1.2990272
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,23.549992
219,73.614365
220,164.32796
221,375.698
222,686.9737
223,1248.0068
224,1548.3123
225,1549.4196
226,1485.5317
227,1648.4974
228,1193.5461
229,902.2379
230,833.99756
231,596.71533
232,408.05518
233,280.43692
234,186.2674
235,65.20552
236,0.6119827
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,24.470568
243,86.88342
244,328.62762
245,588.14844
246,896.71765
247,1526.6506
248,1626.0559
249,1293.8208
250,1474.2584
251,1671.7836
252,2059.938
253,1920.0758
254,1811.7816
255,1801.3906
256,1435.343
257,870.53094
258,425.1605
259,193.3511
260,31.325308
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,38.307487
267,122.20819
268,289.14514
269,573.6463
270,897.55554
271,1249.0612
272,1638.7871
273,1868.9576
274,1934.1312
275,1870.696
276,1838.7314
277,1514.4623
278,1308.9485
279,1152.4661
280,712.77985
281,414.40063
282,144.86835
283,63.035545
284,9.13672
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,64.05314
291,161.98318
292,330.81342
293,607.44666
294,1143.0732
295,1535.1552
296,1843.9489
297,2045.425
298,2192.1082
299,2008.4443
300,1648.0472
301,1521.2727
302,1454.5309
303,1137.8214
304,764.2799
305,432.3238
306,225.68599
307,102.91445
308,26.614939
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,43.024197
315,159.03967
316,386.55014
317,691.0674
318,1160.7268
319,1851.0498
320,2497.1934
321,2802.979
322,2627.0356
323,2499.3604
324,2128.765
325,1778.5299
326,1342.8936
327,841.4154
328,586.1366
329,401.0052
330,172.81152
331,54.43761
332,11.53947
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,15.057704
339,67.21335
340,221.8005
341,481.21368
342,783.747
343,1096.0305
344,1451.2869
345,1719.486
346,1927.8434
347,1852.3457
348,1580.2843
349,1247.9197
350,1135.3582
351,934.3182
352,668.50574
353,393.78882
354,200.29686
355,77.80855
356,12.842958
357,0.0
358,0.0
359,0.0
360,0.0
361,0.0
362,27.23024
363,117.3469
364,263.24152
365,467.3667
366,714.62134
367,1131.9746
368,1614.4287
369,1973.626
370,2018.6514
371,2209.8213
372,2217.9976
373,1884.0225
374,1337.9033
375,968.2424
376,715.14185
377,552.0165
378,269.36444
379,79.12135
380,9.616401
381,0.0
382,0.0
383,0.0
384,0.0
385,0.0
386,23.673931
387,96.666985
388,256.2022
389,448.69302
390,565.4936
391,716.6371
392,1068.8191
393,1413.8688
394,1560.3059
395,1729.3584
396,1855.4666
397,1638.5918
398,1123.3021
399,823.6535
400,699.83026
401,568.86346
402,416.77652
403,162.84589
404,38.969383
405,0.0
406,0.0
407,0.0
408,0.0
409,17.047745
410,137.54639
411,354.8191
412,779.27454
413,1942.6521
414,3114.5083
415,4020.9558
416,4719.5303
417,5120.102
418,5119.88
419,4997.702
420,4849.48
421,4390.0464
422,3773.623
423,3011.2888
424,2110.1646
425,1183.4773
426,583.63666
427,337.74625
428,143.44589
429,2.12059
430,0.0
431,0.0
432,0.0
433,14.831579
434,126.7358
435,352.25226
436,760.6446
437,1568.5267
438,2265.6099
439,3288.901
440,4102.8623
441,4488.3193
442,4200.0986
443,3186.6128
444,2049.7627
445,1338.4951
446,1241.6702
447,1229.2299
448,929.5692
449,534.0334
450,264.65552
451,125.87679
452,55.24345
453,0.030156955
454,0.0
455,0.0
456,0.0
457,0.0
458,41.70506
459,155.43237
460,341.9789
461,917.3633
462,2546.4175
463,3558.525
464,3888.1387
465,4535.7256
466,4915.807
467,5008.4795
468,4812.0366
469,4371.462
470,3802.7852
471,3086.9712
472,2264.754
473,1237.9885
474,574.1518
475,284.41025
476,122.487305
477,0.3441561
478,0.0
479,0.0
480,0.0
481,20.751114
